Token,Item Name,Variation Name,SKU,Description,Categories,Reporting Category,SEO Title,SEO Description,Permalink,GTIN,Square Online Item Visibility,Item Type,Weight (lb),Social Media Link Title,Social Media Link Description,Shipping Enabled,Self-serve Ordering Enabled,Delivery Enabled,Pickup Enabled,Price,Online Sale Price,Archived,Sellable,Contains Alcohol,Stockable,Skip Detail Screen in POS,Option Name 1,Option Value 1,Option Name 2,Option Value 2,Option Name 3,Option Value 3,Default Unit Cost,Default Vendor Name,Default Vendor Code,Enabled RRV Richmond,Current Quantity RRV Richmond,New Quantity RRV Richmond,Stock Alert Enabled RRV Richmond,Stock Alert Count RRV Richmond,Price RRV Richmond,Enabled TVM McHenry,Current Quantity TVM McHenry,New Quantity TVM McHenry,Stock Alert Enabled TVM McHenry,Stock Alert Count TVM McHenry,Price TVM McHenry
55EOBDQUMBKBCT7HFNP2YZAS,TMV's Women’s high top canvas shoes,"White, 8",682039ECD5666_13229,,🇫🇷 Expressly TVM,🇫🇷 Expressly TVM,,,,,visible,Physical good,,,,,,,,59.99,,N,,,,N,Color,White,Size,8,,,,,,N,,,,,,Y,,,,,
COOJYA4YMDGZMVO37JBTEAWN,TMV's Women’s high top canvas shoes,"White, 8.5",682039ECD5666_13230,,🇫🇷 Expressly TVM,🇫🇷 Expressly TVM,,,,,visible,Physical good,,,,,,,,59.99,,N,,,,N,Color,White,Size,8.5,,,,,,N,,,,,,Y,,,,,
CIAVGI2GUPF66XNIA6Q2Z6JA,TMV's Women’s high top canvas shoes,"White, 9.5",682039ECD5666_13232,,🇫🇷 Expressly TVM,🇫🇷 Expressly TVM,,,,,visible,Physical good,,,,,,,,59.99,,N,,,,N,Color,White,Size,9.5,,,,,,N,,,,,,Y,,,,,
S2WPMNG3LQ4ELUPYYPZ7LEDY,TMV's Women’s high top canvas shoes,"White, 10",682039ECD5666_13233,,🇫🇷 Expressly TVM,🇫🇷 Expressly TVM,,,,,visible,Physical good,,,,,,,,59.99,,N,,,,N,Color,White,Size,10,,,,,,N,,,,,,Y,,,,,
HWFMDQJD3YPTDI6457N5GDIF,TMV's Women’s high top canvas shoes,"White, 11",682039ECD5666_13235,,🇫🇷 Expressly TVM,🇫🇷 Expressly TVM,,,,,visible,Physical good,,,,,,,,59.99,,N,,,,N,Color,White,Size,11,,,,,,N,,,,,,Y,,,,,
M5YMYQUCN5E4KEQQZTU6MUZR,TMV's Women’s high top canvas shoes,"White, 11.5",682039ECD5666_13236,,🇫🇷 Expressly TVM,🇫🇷 Expressly TVM,,,,,visible,Physical good,,,,,,,,59.99,,N,,,,N,Color,White,Size,11.5,,,,,,N,,,,,,Y,,,,,
I6RNACZ42OFHL2H6GMER2UEO,TMV's Women’s high top canvas shoes,"White, 5",682039ECD5666_13223,,🇫🇷 Expressly TVM,🇫🇷 Expressly TVM,,,,,visible,Physical good,,,,,,,,59.99,,N,,,,N,Color,White,Size,5,,,,,,N,,,,,,Y,,,,,
R4U4O3BB4XUHFQ6R5XHKJXE5,TMV's Women’s high top canvas shoes,"White, 6",682039ECD5666_13225,,🇫🇷 Expressly TVM,🇫🇷 Expressly TVM,,,,,visible,Physical good,,,,,,,,59.99,,N,,,,N,Color,White,Size,6,,,,,,N,,,,,,Y,,,,,
WHAQAWIORKJLUTBZQJH7SXJV,TMV's Women’s high top canvas shoes,"White, 7.5",682039ECD5666_13228,,🇫🇷 Expressly TVM,🇫🇷 Expressly TVM,,,,,visible,Physical good,,,,,,,,59.99,,N,,,,N,Color,White,Size,7.5,,,,,,N,,,,,,Y,,,,,
PSDEAZ2GM5D4GRSTX2XJUL4M,TMV's Women’s high top canvas shoes,"White, 9",682039ECD5666_13231,,🇫🇷 Expressly TVM,🇫🇷 Expressly TVM,,,,,visible,Physical good,,,,,,,,59.99,,N,,,,N,Color,White,Size,9,,,,,,N,,,,,,Y,,,,,
T6NHHRDVFTYOW5FET3ZGI4NZ,TMV's Women’s high top canvas shoes,"White, 10.5",682039ECD5666_13234,,🇫🇷 Expressly TVM,🇫🇷 Expressly TVM,,,,,visible,Physical good,,,,,,,,59.99,,N,,,,N,Color,White,Size,10.5,,,,,,N,,,,,,Y,,,,,
UCCXMUDL6HXREQ5NH2CBGKDN,TMV's Women’s high top canvas shoes,"White, 12",682039ECD5666_13237,,🇫🇷 Expressly TVM,🇫🇷 Expressly TVM,,,,,visible,Physical good,,,,,,,,59.99,,N,,,,N,Color,White,Size,12,,,,,,N,,,,,,Y,,,,,
XI2SPWKIVYOGVO5B3JZFFW5W,TMV's Women’s high top canvas shoes,"Black, 5.5",682039ECD5666_17468,,🇫🇷 Expressly TVM,🇫🇷 Expressly TVM,,,,,visible,Physical good,,,,,,,,59.99,,N,,,,N,Color,Black,Size,5.5,,,,,,N,,,,,,Y,,,,,
QKFPOZ2TGWLGTZAJLSMN764F,TMV's Women’s high top canvas shoes,"Black, 6.5",682039ECD5666_17471,,🇫🇷 Expressly TVM,🇫🇷 Expressly TVM,,,,,visible,Physical good,,,,,,,,59.99,,N,,,,N,Color,Black,Size,6.5,,,,,,N,,,,,,Y,,,,,
UASVLBQPYTTY5FU2GKG272OE,TMV's Women’s high top canvas shoes,"Black, 7",682039ECD5666_17470,,🇫🇷 Expressly TVM,🇫🇷 Expressly TVM,,,,,visible,Physical good,,,,,,,,59.99,,N,,,,N,Color,Black,Size,7,,,,,,N,,,,,,Y,,,,,
ZR6DAJR326OBTMZRXYCYB6PK,TMV's Women’s high top canvas shoes,"Black, 8",682039ECD5666_17473,,🇫🇷 Expressly TVM,🇫🇷 Expressly TVM,,,,,visible,Physical good,,,,,,,,59.99,,N,,,,N,Color,Black,Size,8,,,,,,N,,,,,,Y,,,,,
VBBEG6QN3FXXY3ZWQWJ6NVLL,TMV's Women’s high top canvas shoes,"Black, 8.5",682039ECD5666_17474,,🇫🇷 Expressly TVM,🇫🇷 Expressly TVM,,,,,visible,Physical good,,,,,,,,59.99,,N,,,,N,Color,Black,Size,8.5,,,,,,N,,,,,,Y,,,,,
DZ3JTYWWU2ZYAEUU4ZSNJVXT,TMV's Women’s high top canvas shoes,"Black, 9.5",682039ECD5666_17476,,🇫🇷 Expressly TVM,🇫🇷 Expressly TVM,,,,,visible,Physical good,,,,,,,,59.99,,N,,,,N,Color,Black,Size,9.5,,,,,,N,,,,,,Y,,,,,
PUFQ4MXFL4TS6QK3CPNKJNE6,TMV's Women’s high top canvas shoes,"Black, 10",682039ECD5666_17477,,🇫🇷 Expressly TVM,🇫🇷 Expressly TVM,,,,,visible,Physical good,,,,,,,,59.99,,N,,,,N,Color,Black,Size,10,,,,,,N,,,,,,Y,,,,,
ESXDCDCZZKCF57WV5DP5SABL,TMV's Women’s high top canvas shoes,"Black, 11",682039ECD5666_17479,,🇫🇷 Expressly TVM,🇫🇷 Expressly TVM,,,,,visible,Physical good,,,,,,,,59.99,,N,,,,N,Color,Black,Size,11,,,,,,N,,,,,,Y,,,,,
VWWVAJI7NDVAII2HDNZTGVOF,TMV's Women’s high top canvas shoes,"Black, 11.5",682039ECD5666_17480,,🇫🇷 Expressly TVM,🇫🇷 Expressly TVM,,,,,visible,Physical good,,,,,,,,59.99,,N,,,,N,Color,Black,Size,11.5,,,,,,N,,,,,,Y,,,,,
GE4JLTP23V7MX4VQ2VSTWQXQ,TMV's Women’s high top canvas shoes,"Black, 5",682039ECD5666_17467,,🇫🇷 Expressly TVM,🇫🇷 Expressly TVM,,,,,visible,Physical good,,,,,,,,59.99,,N,,,,N,Color,Black,Size,5,,,,,,N,,,,,,Y,,,,,
QPHAJQJYUC33K5HHBFBIYC7M,TMV's Women’s high top canvas shoes,"Black, 6",682039ECD5666_17469,,🇫🇷 Expressly TVM,🇫🇷 Expressly TVM,,,,,visible,Physical good,,,,,,,,59.99,,N,,,,N,Color,Black,Size,6,,,,,,N,,,,,,Y,,,,,
7MEOV5ZQEWWOXGMNBNFVE6II,TMV's Women’s high top canvas shoes,"Black, 7.5",682039ECD5666_17472,,🇫🇷 Expressly TVM,🇫🇷 Expressly TVM,,,,,visible,Physical good,,,,,,,,59.99,,N,,,,N,Color,Black,Size,7.5,,,,,,N,,,,,,Y,,,,,
OAMYON44BLXIL4WQ4SO3ZSRA,TMV's Women’s high top canvas shoes,"Black, 9",682039ECD5666_17475,,🇫🇷 Expressly TVM,🇫🇷 Expressly TVM,,,,,visible,Physical good,,,,,,,,59.99,,N,,,,N,Color,Black,Size,9,,,,,,N,,,,,,Y,,,,,
PLTQF7UDAING57PRL6J6YKNX,TMV's Women’s high top canvas shoes,"Black, 10.5",682039ECD5666_17478,,🇫🇷 Expressly TVM,🇫🇷 Expressly TVM,,,,,visible,Physical good,,,,,,,,59.99,,N,,,,N,Color,Black,Size,10.5,,,,,,N,,,,,,Y,,,,,
DT33DCNHNZT5J5HNGERVBSHH,TMV's Women’s high top canvas shoes,"Black, 12",682039ECD5666_17481,,🇫🇷 Expressly TVM,🇫🇷 Expressly TVM,,,,,visible,Physical good,,,,,,,,59.99,,N,,,,N,Color,Black,Size,12,,,,,,N,,,,,,Y,,,,,
L57MFMDFORJE4DYRXADQ6NTB,TVM 5x7 Heart Poster,,68442C0497EF2_16364,"Museum-quality posters made on thick matte paper. Add a wonderful accent to your room and office with these posters that are sure to brighten any environment.


• Paper thickness: 10.3 mil

• Paper weight: 189 g/m²

• Opacity: 94%

• ISO brightness: 104%

• Paper is sourced from Japan


This product is made especially for you as soon as you place an order, which is why it takes us a bit longer to deliver it to you. Making products on demand instead of in bulk helps reduce overproduction, so thank you for making thoughtful purchasing decisions!","🇫🇷 Expressly TVM, The New Things",🇫🇷 Expressly TVM,,,,,visible,Physical good,,,,Y,N,N,N,13.00,,N,,N,,N,,,,,,,,,,N,,,,,,Y,,,,,
ML65F2WJ6WDYMBALZDK3ZZSP,TVM Ceramic Mug (3 Sizes),11 oz,66AC36777AD34_1320,"This mug will be a favorite for everyone from your sweet grandma to your teenage brother. With the right message, a mug can become anyone’s treasured companion for years to come.


• Ceramic

• 11 oz mug dimensions: 3.85″ (9.8 cm) in height, 3.35″ (8.5 cm) in diameter

• 15 oz mug dimensions: 4.7″ (12 cm) in height, 3.35″ (8.5 cm) in diameter

• 20 oz mug dimensions: 4.3″ (10.9 cm) in height, 3.7″ (9.3 cm) in diameter

• Dishwasher and microwave safe

• Blank product sourced from China


This product is made especially for you as soon as you place an order, which is why it takes us a bit longer to deliver it to you. Making products on demand instead of in bulk helps reduce overproduction, so thank you for making thoughtful purchasing decisions!",🇫🇷 Whimsical Gifts,🇫🇷 Whimsical Gifts,,,,,unavailable,Physical good,,,,Y,N,N,N,23.50,,Y,,N,,,Size,11 oz,,,,,,,,N,,,,,,Y,,,,,
4EOHUOZM3O5QJFBKAZG4ZGI6,TVM Ceramic Mug (3 Sizes),15 oz,66AC36777AD34_4830,,🇫🇷 Whimsical Gifts,🇫🇷 Whimsical Gifts,,,,,unavailable,Physical good,,,,,,,,25.25,,Y,,,,,Size,15 oz,,,,,,,,N,,,,,,Y,,,,,
AQKN4U7VOUNCVC2ETLXACRUR,TVM Ceramic Mug (3 Sizes),20 oz,66AC36777AD34_16586,,🇫🇷 Whimsical Gifts,🇫🇷 Whimsical Gifts,,,,,unavailable,Physical good,,,,,,,,27.25,,Y,,,,,Size,20 oz,,,,,,,,N,,,,,,Y,,,,,
BNQSJ2SKRMUNZ7UPGDWYXBIW,TVM Framed Custom TMV Digital Art (24″×36″),,66AC36DF9874B_15032,"Make a statement in any room with this framed poster, printed on thick matte paper. The matte black frame that's made from wood from renewable forests adds an extra touch of class.


• Ayous wood .75″ (1.9 cm) thick frame from renewable forests

• Paper thickness: 10.3 mil (0.26 mm)

• Paper weight: 189 g/m²

• Lightweight

• Acrylite front protector

• Hanging hardware included

• Blank product components in the US sourced from Japan and the US

• Blank product components in the EU sourced from Japan and Latvia


How to attach hooks on 24″ × 36″ horizontal frames:

Place each of the mounting hooks 1 inch (2.5 cm) from frame corners when hanging horizontally.


This product is made especially for you as soon as you place an order, which is why it takes us a bit longer to deliver it to you. Making products on demand instead of in bulk helps reduce overproduction, so thank you for making thoughtful purchasing decisions!",🇫🇷 Expressly TVM,🇫🇷 Expressly TVM,,,,,unavailable,Physical good,,,,Y,,Y,Y,177.00,,Y,,N,,,,,,,,,,,,N,,,,,,Y,,,,,
JZWFKUVYCO5VA2R3E5AVGVXB,TVM Hardcover Bound Notebook,White,66AC3890969C0_16958,"Whether crafting a masterpiece or brainstorming the next big idea, this notebook will inspire your inner wordsmith. The product features 80 lined, cream-colored pages, a built-in elastic closure, and a matching ribbon page marker. Plus, the expandable inner pocket is perfect for storing loose notes and business cards, so you’ll never lose track of important information.


• Cover material: UltraHyde hardcover paper

• Size: 5.5"" × 8.5"" (13.97 cm × 21.59 cm)

• Weight: 10.9 oz (309 g)

• 80 pages of lined, cream-colored paper

• Matching elastic closure and ribbon marker

• Expandable inner pocket


This product is made especially for you as soon as you place an order, which is why it takes us a bit longer to deliver it to you. Making products on demand instead of in bulk helps reduce overproduction, so thank you for making thoughtful purchasing decisions!",🇫🇷 Whimsical Gifts,🇫🇷 Whimsical Gifts,,,,,unavailable,Physical good,,,,Y,,Y,Y,25.00,,Y,,N,,,Color,White,,,,,,,,N,,,,,,Y,,,,,
BKMV2WL6Y4VN32EWXOXAQTGM,TVM Hardcover Bound Notebook,Turquoise,66AC3890969C0_18658,,🇫🇷 Whimsical Gifts,🇫🇷 Whimsical Gifts,,,,,unavailable,Physical good,,,,,,,,25.00,,Y,,,,,Color,Turquoise,,,,,,,,N,,,,,,Y,,,,,
6JBPPZLVNXR22EK2M3LKTCHP,TVM Hardcover Bound Notebook,Silver,66AC3890969C0_16957,,🇫🇷 Whimsical Gifts,🇫🇷 Whimsical Gifts,,,,,unavailable,Physical good,,,,,,,,25.00,,Y,,,,,Color,Silver,,,,,,,,N,,,,,,Y,,,,,
HFKNFKUI32EC6F4GX4GCG5XS,TVM Item,Regular,2248421,Randon used item,The New Things,The New Things,,,,,unavailable,Physical good,,,,Y,N,N,N,1.00,,Y,,N,,N,,,,,,,,,,Y,,,,,,Y,,,,,
JNKJSTT5PPDOZCOQSZ7VMJBB,TVM Print 18x18,,66AC37805876F_6242,"From fun artwork to motivational quotes, a poster is a perfect way to showcase who you are on the inside. These matte-finish posters will bring some ✨sparkle✨ to any space.


• Paper thickness: 10.3 mil

• Paper weight: 5.57 oz/y² (189 g/m²)

• Giclée printing quality

• Opacity: 94%

• ISO brightness: 104%


This product is made especially for you as soon as you place an order, which is why it takes us a bit longer to deliver it to you. Making products on demand instead of in bulk helps reduce overproduction, so thank you for making thoughtful purchasing decisions!",🇫🇷 Expressly TVM,🇫🇷 Expressly TVM,,,,,unavailable,Physical good,,,,Y,,Y,Y,30.00,,Y,,N,,,,,,,,,,,,N,,,,,,Y,,,,,
HHWKT54OHA5NS367JVLVHLD5,TVM Tote Bag,,66A31B23B2E89_4533,"Introducing the Tresor Vintage Market All-Over Print Tote Bag, a versatile and stylish addition to your everyday look. This tote is designed to combine practicality with vintage elegance, making it the perfect accessory for your daily outings. Whether you're carrying your laptop, notebook, or other essentials, this bag can handle it all with ease.


Product Details

Material: 100% polyester

Fabric Weight: 6.64 oz./yd.² (225 g/m²), may vary by 5%

Bag Size: 15″ × 15″ (38.1 × 38.1 cm)

Capacity: 2.6 US gal (10 l)

Maximum Weight Limit: 44 lbs. (20 kg)

Handles: Dual handles made from 100% natural cotton bull denim, 11.8″ (30 cm) in length and 1″ (2.5 cm) in width

Design: Printed, cut, and hand-sewn by our in-house team

Certification: Fabric is OEKO-TEX 100 standard certified

Origin: Blank product components sourced from Israel

Features

Durability: The bag is sturdy and capable of carrying up to 44 lbs., making it perfect for heavy loads.

Comfort: Dual handles ensure easy carrying, crafted from natural cotton bull denim for added comfort.

Eco-Friendly: OEKO-TEX 100 standard certified fabric, ensuring it's free from harmful substances.


Benefits of On-Demand Manufacturing

This product is made especially for you as soon as you place an order, which helps reduce overproduction and promotes sustainable, thoughtful purchasing decisions. Thank you for supporting eco-friendly craftsmanship!


Traceability

Knitting: China

Dyeing: China

Manufacturing: Latvia

Note: This item releases plastic microfibers into the environment during washing. Contains 0% recycled polyester and 0% dangerous substances.


Embrace Style and Functionality

Upgrade your accessory collection with the Tresor Vintage Market All-Over Print Tote Bag. Its unique design and high-quality materials make it a bestseller in our store. Order now and carry your essentials in style with this elegant and durable tote bag!


This product is made especially for you as soon as you place an order, which is why it takes us a bit longer to deliver it to you. Making products on demand instead of in bulk helps reduce overproduction, so thank you for making thoughtful purchasing decisions!",🇫🇷 Timeless Treasures,🇫🇷 Timeless Treasures,,,,,unavailable,Physical good,,,,Y,,Y,Y,24.00,,Y,,N,,,,,,,,,,,,N,,,,,,Y,0,,,,
JT5FHI6PRPEEUCIW5XMW4QTC,TVM Travel mug with a handle,,66AC382B66113_16440,"Sip in style and comfort with an elevated travel mug.  With its sleek and durable design, you’ll love taking this mug wherever you go. It fits into most car cup holders and has a spill-proof plastic lid. Commute to work or go on new adventures—this travel mug will keep your beverage safe and at just the right temperature.


• Made with stainless steel and BPA-free plastic

• Capacity: 25 oz (739 ml)

• Height: 7.9″ (20 cm)

• Upper diameter: 3.3″ (8.4 cm)

• Bottom diameter: 2.7″ (7 cm)

• Hand-wash only


Caution! To prevent steam pressure buildup, always open the lid before placing it on a hot drink.


This product is made especially for you as soon as you place an order, which is why it takes us a bit longer to deliver it to you. Making products on demand instead of in bulk helps reduce overproduction, so thank you for making thoughtful purchasing decisions!",🇫🇷 Whimsical Gifts,🇫🇷 Whimsical Gifts,,,,,unavailable,Physical good,,,,Y,,Y,Y,34.95,,Y,,N,,,,,,,,,,,,N,,,,,,Y,,,,,
YS7JKMTUKEBMF76CHOPLNYLK,TVM's Fav Travel Mug with a Handle,,68442B2D47BE9_16440,"Sip in style and comfort with an elevated travel mug.  With its sleek and durable design, you’ll love taking this mug wherever you go. It fits into most car cup holders and has a spill-proof plastic lid. Commute to work or go on new adventures—this travel mug will keep your beverage safe and at just the right temperature.


• Made with stainless steel

• Lead and BPA-free materials used

• Hand-wash only

• Blank product sourced from China


25 oz (739 ml) size:


• Height: 7.9″ (20 cm)

• Upper diameter: 3.3″ (8.4 cm)

• Bottom diameter: 2.7″ (7 cm)

• Comes with a plastic press-in lid


40 oz (1183 ml) size:


• Height: 10.4″ (26.5 cm)

• Upper diameter: 3.9″ (9.9 cm)

• Bottom diameter: 2.9″ (7.4 cm)

• Comes with a plastic straw and screw-on lid


Caution! To prevent steam pressure buildup, always open the lid before placing it on a hot drink.


This product is made especially for you as soon as you place an order, which is why it takes us a bit longer to deliver it to you. Making products on demand instead of in bulk helps reduce overproduction, so thank you for making thoughtful purchasing decisions!","🇫🇷 Expressly TVM, The New Things",🇫🇷 Expressly TVM,,,,,visible,Physical good,,,,Y,N,N,N,33.48,,N,,N,,N,,,,,,,,,,N,,,,,,Y,,,,,
RXB3GXTSBOEQ5XS2TUDG2HDK,TVM's First Hardcover Bound JournalBook®,White,68442997782FF_16958,"Whether crafting a masterpiece or brainstorming the next big idea, this notebook will inspire your inner wordsmith. The product features 80 lined, cream-colored pages, a built-in elastic closure, and a matching ribbon page marker. Plus, the expandable inner pocket is perfect for storing loose notes and business cards, so you’ll never lose track of important information. 


• Cover material: UltraHyde hardcover paper

• Size: 5.5"" × 8.5"" (13.97 cm × 21.59 cm)

• Weight: 10.9 oz (309 g)

• 80 pages of lined, cream-colored paper

• Matching elastic closure and ribbon marker

• Expandable inner pocket","🇫🇷 Expressly TVM, The New Things",🇫🇷 Expressly TVM,,,,,visible,Physical good,,,,Y,N,N,N,22.00,,N,,N,,N,Color,White,,,,,,,,N,,,,,,Y,,,,,
P57CPBPB4VSHWCPOJ35YXSXG,TVM's First Hardcover Bound JournalBook®,Turquoise,68442997782FF_18658,,"🇫🇷 Expressly TVM, The New Things",🇫🇷 Expressly TVM,,,,,visible,Physical good,,,,,,,,22.00,,N,,,,N,Color,Turquoise,,,,,,,,N,,,,,,Y,,,,,
HMNDE2PVG2KGG3ZCZGRZPAV6,TVM's Premium Enamel Mug,,68442B9C973F9_11189,"Every happy camper needs a unique camper mug. It's lightweight, durable and multifunctional. Use it for your favorite beverage or a hot meal, and attach it to your bag for easy access on a hike.


• Material: Enamel

• Dimensions: height 3.14″ (8 cm), diameter 3.25″(8.25 cm)

• Lead and BPA-free material

• White coating with a silver rim

• Hand-wash only

• Blank product sourced from China


Attention! Don't heat liquids or food directly in the mug—it can damage the coating.


Disclaimer: The Enamel Mug is susceptible to staining when used with certain beverages, including coffee, tea, and natural juices. That’s a normal characteristic of enamel products and not specific to our mug alone. Due to the enamel’s rough and porous surface texture, particles from these drinks may easily adhere to the mug, resulting in stains over time. Stains can be effectively removed by applying lemon juice or soda to the affected area and gently scrubbing with a hard sponge.


This product is made especially for you as soon as you place an order, which is why it takes us a bit longer to deliver it to you. Making products on demand instead of in bulk helps reduce overproduction, so thank you for making thoughtful purchasing decisions!","🇫🇷 Expressly TVM, The New Things",🇫🇷 Expressly TVM,,,,,visible,Physical good,,,,Y,N,N,N,49.00,,N,,N,,N,,,,,,,,,,N,,,,,,Y,,,,,
22PXBFFCU3CRDXSRURP2XR3W,TVM's Summer Shoes,"White, 5.5",681FF67886537_15254,"A must-have for the summer: these women’s slides. A pair of these will keep you comfy throughout your day of beach or pool activities, thanks to the cushioned upper strap and the textured footbed.


• Cushioned and durable faux leather upper strap

• Lightweight polyurethane (PU) outsole

• Contoured, textured footbed

• Stitched around the upper perimeter for extra durability

• Spot clean only

• Printed, cut, and handmade

• Blank product sourced from China


Important: This product is available in the following countries: United States, Canada, Australia, United Kingdom, New Zealand, Japan, Austria, Andorra, Belgium, Bulgaria, Croatia, Czech Republic, Denmark, Estonia, Finland, France, Germany, Greece, Holy See (Vatican city), Hungary, Iceland, Ireland, Italy, Latvia, Lithuania, Liechtenstein, Luxemburg, Malta, Monaco, Netherlands, Norway, Poland, Portugal, San Marino, Slovakia, Slovenia, Switzerland, Spain, Sweden, and Turkey. If your shipping address is outside these countries, please choose a different product.


Disclaimer: The shoes will have a glue-like smell when opening the box. The smell will disappear a few days after the shoes are unpacked.",🇫🇷 Expressly TVM,🇫🇷 Expressly TVM,,,,,visible,Physical good,,,,Y,N,N,N,49.50,,N,,N,,N,Color,White,Size,5.5,,,,,,N,,,,,,Y,,,,,
PDEAKA2WIH7O7NMVQY5EPUWU,TVM's Summer Shoes,"White, 6.5",681FF67886537_15255,,🇫🇷 Expressly TVM,🇫🇷 Expressly TVM,,,,,visible,Physical good,,,,,,,,49.50,,N,,,,N,Color,White,Size,6.5,,,,,,N,,,,,,Y,,,,,
TT7CY5FKTBXDMQDL5UXA2AW7,TVM's Summer Shoes,"White, 7",681FF67886537_15256,,🇫🇷 Expressly TVM,🇫🇷 Expressly TVM,,,,,visible,Physical good,,,,,,,,49.50,,N,,,,N,Color,White,Size,7,,,,,,N,,,,,,Y,,,,,
ZCBP7YRIBXPXG2AKRT2MFMBZ,TVM's Summer Shoes,"White, 8",681FF67886537_15257,,🇫🇷 Expressly TVM,🇫🇷 Expressly TVM,,,,,visible,Physical good,,,,,,,,49.50,,N,,,,N,Color,White,Size,8,,,,,,N,,,,,,Y,,,,,
QLHEVI2CVKKFEUNVA24FWTCW,TVM's Summer Shoes,"White, 8.5",681FF67886537_15258,,🇫🇷 Expressly TVM,🇫🇷 Expressly TVM,,,,,visible,Physical good,,,,,,,,49.50,,N,,,,N,Color,White,Size,8.5,,,,,,N,,,,,,Y,,,,,
KFBEZVUURVMTRG2TGNUKSNUK,TVM's Summer Shoes,"White, 9.5",681FF67886537_15259,,🇫🇷 Expressly TVM,🇫🇷 Expressly TVM,,,,,visible,Physical good,,,,,,,,49.50,,N,,,,N,Color,White,Size,9.5,,,,,,N,,,,,,Y,,,,,
7ZFXMNICLWBZ37FQBGJY3TQE,TVM's Summer Shoes,"White, 10",681FF67886537_15260,,🇫🇷 Expressly TVM,🇫🇷 Expressly TVM,,,,,visible,Physical good,,,,,,,,49.50,,N,,,,N,Color,White,Size,10,,,,,,N,,,,,,Y,,,,,
KMY4RPGVAXLQTJN45BDI4B4T,TVM's Summer Shoes,"White, 11",681FF67886537_15261,,🇫🇷 Expressly TVM,🇫🇷 Expressly TVM,,,,,visible,Physical good,,,,,,,,49.50,,N,,,,N,Color,White,Size,11,,,,,,N,,,,,,Y,,,,,
D6W2Y4PPT2TXQ3NICM2A7RRC,TVM's Summer Shoes,"White, 11.5",681FF67886537_15262,,🇫🇷 Expressly TVM,🇫🇷 Expressly TVM,,,,,visible,Physical good,,,,,,,,49.50,,N,,,,N,Color,White,Size,11.5,,,,,,N,,,,,,Y,,,,,
XSJZ3AIO4TIZGVX57AMW7RSK,TVM's Summer Shoes,"Black, 5.5",681FF67886537_15263,,🇫🇷 Expressly TVM,🇫🇷 Expressly TVM,,,,,visible,Physical good,,,,,,,,49.50,,N,,,,N,Color,Black,Size,5.5,,,,,,N,,,,,,Y,,,,,
MXKV5U44DED4U4M7637QOFV5,TVM's Summer Shoes,"Black, 6.5",681FF67886537_15264,,🇫🇷 Expressly TVM,🇫🇷 Expressly TVM,,,,,visible,Physical good,,,,,,,,49.50,,N,,,,N,Color,Black,Size,6.5,,,,,,N,,,,,,Y,,,,,
MBXMKCX3QDQBPFGIN6ZKAGDM,TVM's Summer Shoes,"Black, 7",681FF67886537_15265,,🇫🇷 Expressly TVM,🇫🇷 Expressly TVM,,,,,visible,Physical good,,,,,,,,49.50,,N,,,,N,Color,Black,Size,7,,,,,,N,,,,,,Y,,,,,
GZDQQQ2ILITCZIF6B2P5JIDB,TVM's Summer Shoes,"Black, 8",681FF67886537_15266,,🇫🇷 Expressly TVM,🇫🇷 Expressly TVM,,,,,visible,Physical good,,,,,,,,49.50,,N,,,,N,Color,Black,Size,8,,,,,,N,,,,,,Y,,,,,
2G437YAHDZ6GETH7KH6BCF6J,TVM's Summer Shoes,"Black, 8.5",681FF67886537_15267,,🇫🇷 Expressly TVM,🇫🇷 Expressly TVM,,,,,visible,Physical good,,,,,,,,49.50,,N,,,,N,Color,Black,Size,8.5,,,,,,N,,,,,,Y,,,,,
32FNW2FU45RNMCOIX6ECWTPH,TVM's Summer Shoes,"Black, 9.5",681FF67886537_15268,,🇫🇷 Expressly TVM,🇫🇷 Expressly TVM,,,,,visible,Physical good,,,,,,,,49.50,,N,,,,N,Color,Black,Size,9.5,,,,,,N,,,,,,Y,,,,,
Y6XBVECFJRF5ZOIBP7XDJBLR,TVM's Summer Shoes,"Black, 10",681FF67886537_15269,,🇫🇷 Expressly TVM,🇫🇷 Expressly TVM,,,,,visible,Physical good,,,,,,,,49.50,,N,,,,N,Color,Black,Size,10,,,,,,N,,,,,,Y,,,,,
YEHULN2CKTPHLS647T3S56LY,TVM's Summer Shoes,"Black, 11",681FF67886537_15270,,🇫🇷 Expressly TVM,🇫🇷 Expressly TVM,,,,,visible,Physical good,,,,,,,,49.50,,N,,,,N,Color,Black,Size,11,,,,,,N,,,,,,Y,,,,,
6PUENPYEVTZFTU2CHOIEU7JP,TVM's Summer Shoes,"Black, 11.5",681FF67886537_15271,,🇫🇷 Expressly TVM,🇫🇷 Expressly TVM,,,,,visible,Physical good,,,,,,,,49.50,,N,,,,N,Color,Black,Size,11.5,,,,,,N,,,,,,Y,,,,,
