"token","name","averageAge","measurementUnitAbbreviation","quantity030d","quantity3160d","quantity6190d","quantity91120d","quantityAbove120d","lastReceivedAtDate","valueAbove120d","value91120d","value6190d","value3160d","value030d","_meta"
"2FKWVKI37MOJUJLVO4K4MH4P","Cold White Light, 20CM","1.0","ea","884.00 ea","0.00 ea","0.00 ea","0.00 ea","0.00 ea","06/08/2025","$0","$0","$0","$0","$0","{}"
"PIWKQJZ6M7V2VNBXWDZL5BCA","Cold White Light, 30CM","0.9","ea","3371.00 ea","0.00 ea","0.00 ea","0.00 ea","0.00 ea","06/09/2025","$0","$0","$0","$0","$0","{}"
"K6N6KEJ7ZJV5JRXLPK6VPQXW","Cold White Light, 50CM","1.0","ea","1045.00 ea","0.00 ea","0.00 ea","0.00 ea","0.00 ea","06/07/2025","$0","$0","$0","$0","$0","{}"
"CTIN2NPZQ4PHUAORGPDOIKTU","Warm White Light, 10CM","1.0","ea","263.00 ea","0.00 ea","0.00 ea","0.00 ea","0.00 ea","06/08/2025","$0","$0","$0","$0","$0","{}"
"HX35QYZERXBAY4UJA7CPSDZU","Warm White Light, 20CM","1.0","ea","561.00 ea","0.00 ea","0.00 ea","0.00 ea","0.00 ea","06/07/2025","$0","$0","$0","$0","$0","{}"
"KTOZ4JLEXRVKHMPSCYTIX24M","Warm White Light, 30CM","0.8","ea","1360.00 ea","0.00 ea","0.00 ea","0.00 ea","0.00 ea","06/09/2025","$0","$0","$0","$0","$0","{}"
"BXUO27NE547W2AXCXCVZD5JP","Warm White Light, 50CM","1.0","ea","1064.00 ea","0.00 ea","0.00 ea","0.00 ea","0.00 ea","06/08/2025","$0","$0","$0","$0","$0","{}"
"RLDPJM7DABDTM6JWJO6YLMGG","LagunaMoon Aroma Diffuser with Essential Oils Gift 10 Set Kit","29.0","ea","96.00 ea","0.00 ea","0.00 ea","0.00 ea","0.00 ea","05/11/2025","$0","$0","$0","$0","$0",
"ZUKD5MDREO7WORFFFY5YDOZE","-","29.0","ea","96.00 ea","0.00 ea","0.00 ea","0.00 ea","0.00 ea","05/11/2025","$0","$0","$0","$0","$0","{}"
"TRFVEG2XZR3NKXHH5FKQSL2A","Large Round Point Selenite Stilo Wand","29.0","ea","150.00 ea","0.00 ea","0.00 ea","0.00 ea","0.00 ea","05/11/2025","$0","$0","$0","$0","$0",
"CWQJHKS3VPKIDIGJ3XNNHU3Q","-","29.0","ea","150.00 ea","0.00 ea","0.00 ea","0.00 ea","0.00 ea","05/11/2025","$0","$0","$0","$0","$0","{}"
"KOA7Q5L5QCKUMKRP5E3BO63N","Larimar Bracelet in Natural Pearls 8/10mm - Smooth Round Semi-Precious","1.0","ea","1.00 ea","0.00 ea","0.00 ea","0.00 ea","0.00 ea","06/07/2025","$0","$0","$0","$0","$0",
"WVHN5O7ETTWHXOZLMBYMZ5ZR","Default Title","1.0","ea","1.00 ea","0.00 ea","0.00 ea","0.00 ea","0.00 ea","06/07/2025","$0","$0","$0","$0","$0","{}"
"63WQJW4OFEI5FKZSXRWK3ETG","Lavender Mint Splash Sea Salt Bar","29.0","ea","38.00 ea","0.00 ea","0.00 ea","0.00 ea","0.00 ea","05/11/2025","$0","$0","$0","$0","$0",
"THZG44SMDG6MXWL5NKBQBAK4","Lavender Mint Splash Salt Bar","29.0","ea","38.00 ea","0.00 ea","0.00 ea","0.00 ea","0.00 ea","05/11/2025","$0","$0","$0","$0","$0","{}"
"LSNBF7K3VBUHSIZEDMVERDQX","Lime Pure Essential Oil Bottle - 15ml","29.0","ea","100.00 ea","0.00 ea","0.00 ea","0.00 ea","0.00 ea","05/11/2025","$0","$0","$0","$0","$0",
"5PL3LLEQ7OKAJNTTZSE4SSXU","-","29.0","ea","100.00 ea","0.00 ea","0.00 ea","0.00 ea","0.00 ea","05/11/2025","$0","$0","$0","$0","$0","{}"
"HHPVQJW24S3RWZXS3D5V2OKY","Lotus Flower Incense Holder","27.5","ea","10.00 ea","0.00 ea","0.00 ea","0.00 ea","0.00 ea","05/13/2025","$0","$0","$0","$0","$0",
"CPHBEZFVIK625CRXBJNYWQEZ","30L x 30W x 3Th Centimeters, Brwon","27.5","ea","10.00 ea","0.00 ea","0.00 ea","0.00 ea","0.00 ea","05/13/2025","$0","$0","$0","$0","$0","{}"
"ZWXXJZQPW4ULWY3O2RYYEUAC","Lotus Incense Burner – Black Ceramic Ash Catcher for Sticks","29.0","ea","10.00 ea","0.00 ea","0.00 ea","0.00 ea","0.00 ea","05/11/2025","$0","$0","$0","$0","$0",
"V2C5QRH7LU5234ANGU3OAPBQ","10L x 5W x 3Th Centimeters, black","29.0","ea","10.00 ea","0.00 ea","0.00 ea","0.00 ea","0.00 ea","05/11/2025","$0","$0","$0","$0","$0","{}"
"V3W45LFF3ECYSVGCC6J5BEAN","Milano Ultrasonic Usb Diffuser With 10 Aroma Oils 130Ml","29.0","ea","199.00 ea","0.00 ea","0.00 ea","0.00 ea","0.00 ea","05/11/2025","$0","$0","$0","$0","$0",
"54Z2CNJGZ7SNMSM6LQQWW345","Dark Wood","29.0","ea","99.00 ea","0.00 ea","0.00 ea","0.00 ea","0.00 ea","05/11/2025","$0","$0","$0","$0","$0","{}"
"BAEILDE7WVYJS6X47P2VFRMV","Light Wood","29.0","ea","100.00 ea","0.00 ea","0.00 ea","0.00 ea","0.00 ea","05/11/2025","$0","$0","$0","$0","$0","{}"
"ZB544WKIKSH2ARU6ENBY5U3B","Mini Magnetic Vase (plants not included)","2.0","ea","2533.00 ea","0.00 ea","0.00 ea","0.00 ea","0.00 ea","06/07/2025","$0","$0","$0","$0","$0",
"44M7BZCVCPQCFWWLZWS5ARE2","A","2.0","ea","342.00 ea","0.00 ea","0.00 ea","0.00 ea","0.00 ea","06/07/2025","$0","$0","$0","$0","$0","{}"
"DDQCVGRNNQKUIU7237H5NQ2M","B","2.0","ea","366.00 ea","0.00 ea","0.00 ea","0.00 ea","0.00 ea","06/07/2025","$0","$0","$0","$0","$0","{}"
"WCJMRBV6BLZ2HAQPJIF5MLMG","C","2.0","ea","365.00 ea","0.00 ea","0.00 ea","0.00 ea","0.00 ea","06/07/2025","$0","$0","$0","$0","$0","{}"
"KWJ5QXVCCHRXEHEUJHQ6VZHK","D","2.0","ea","367.00 ea","0.00 ea","0.00 ea","0.00 ea","0.00 ea","06/07/2025","$0","$0","$0","$0","$0","{}"
"ZZMJIKBZCM6AKZ77C5ES4ZBI","E","2.0","ea","359.00 ea","0.00 ea","0.00 ea","0.00 ea","0.00 ea","06/07/2025","$0","$0","$0","$0","$0","{}"
"X63BHLSK2RPHEVANMM4NK4SU","F","2.0","ea","368.00 ea","0.00 ea","0.00 ea","0.00 ea","0.00 ea","06/07/2025","$0","$0","$0","$0","$0","{}"
"KIVWYQ4GHMCXOZOEMFZ7RW3P","G","2.0","ea","366.00 ea","0.00 ea","0.00 ea","0.00 ea","0.00 ea","06/07/2025","$0","$0","$0","$0","$0","{}"

